基金代码,基金简称,公告日期,截止日期,报告期期初基金总份额,报告期基金总申购份额,报告期基金总赎回份额,报告期期末基金总份额,定期报告所属年度,报告类型
005090,嘉合睿金混合A,2019-04-20 00:00:00,2019-03-31 00:00:00,10452941.18,10.06,0.0,10452951.24,2019,基金定期报告
005091,嘉合睿金混合C,2019-04-20 00:00:00,2019-03-31 00:00:00,508336.72,10.09,0.0,508346.81,2019,基金定期报告
005099,易方达富华纯债债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,7824329238.06,58231396.65,1448985515.62,6433575119.09,2019,基金定期报告
005137,长信沪深300指数增强A,2019-04-22 00:00:00,2019-03-31 00:00:00,36146632.94,52164.52,35056798.24,1141999.22,2019,基金定期报告
005138,前海开源弘丰债券A,2019-04-19 00:00:00,2019-03-31 00:00:00,27348503.79,33016659.54,26704587.52,33660575.81,2019,基金定期报告
005139,前海开源弘丰债券C,2019-04-19 00:00:00,2019-03-31 00:00:00,21435971.97,8167642.98,22702954.87,6900660.08,2019,基金定期报告
005177,华夏睿磐泰利混合A,2019-04-20 00:00:00,2019-03-31 00:00:00,29272313.05,107859.61,3538714.23,25841458.43,2019,基金定期报告
005178,华夏睿磐泰利混合C,2019-04-20 00:00:00,2019-03-31 00:00:00,19062398.32,192532.65,2616944.32,16637986.65,2019,基金定期报告
005289,融通通昊三个月定期开放债券,2019-04-18 00:00:00,2019-03-31 00:00:00,1010425674.8,205007.37,0.0,1010630682.17,2019,基金定期报告
005301,前海开源弘泽债券A,2019-04-19 00:00:00,2019-03-31 00:00:00,7621180.65,38289945.0,13501956.44,32409169.21,2019,基金定期报告
005302,前海开源弘泽债券C,2019-04-19 00:00:00,2019-03-31 00:00:00,36534748.14,30257094.16,29805271.36,36986570.94,2019,基金定期报告
005307,财通资管鸿达纯债债券A,2019-04-22 00:00:00,2019-03-31 00:00:00,893313.42,4737133.73,151068.14,5479379.01,2019,基金定期报告
005308,财通资管鸿达纯债债券C,2019-04-22 00:00:00,2019-03-31 00:00:00,2842211.65,114596156.92,13063552.1,104374816.47,2019,基金定期报告
005350,诺德短债债券A,2019-04-19 00:00:00,2019-03-31 00:00:00,303159143.93,1449085.87,142829723.87,161778505.93,2019,基金定期报告
005393,南方卓利3个月定期开放债券,2019-04-19 00:00:00,2019-03-31 00:00:00,5010269222.84,2819282962.12,0.0,7829552184.96,2019,基金定期报告
005394,南方卓利3个月定期开放债券C,2019-04-19 00:00:00,2019-03-31 00:00:00,0.0,0.0,0.0,0.0,2019,基金定期报告
005425,民生加银睿通3个月定期开放债券,2019-04-20 00:00:00,2019-03-31 00:00:00,2009999000.0,0.0,0.0,2009999000.0,2019,基金定期报告
005432,上银聚鸿益三个月定期开放债券,2019-04-19 00:00:00,2019-03-31 00:00:00,1010000000.0,0.0,0.0,1010000000.0,2019,基金定期报告
005503,汇添富理财60天债券型E,2019-04-20 00:00:00,2019-03-31 00:00:00,2552829024.98,14528505.15,1075142566.3,1492214963.83,2019,基金定期报告
005505,前海开源中药研究精选股票A,2019-04-19 00:00:00,2019-03-31 00:00:00,4484613.27,34778606.85,19973568.14,19289651.98,2019,基金定期报告
005506,前海开源中药研究精选股票C,2019-04-19 00:00:00,2019-03-31 00:00:00,12535422.91,54863985.39,47553676.26,19845732.04,2019,基金定期报告
005513,南华瑞恒中短债债券A,2019-04-19 00:00:00,2019-03-31 00:00:00,529676362.35,1089.88,247091632.03,282585820.2,2019,基金定期报告
005514,南华瑞恒中短债债券C,2019-04-19 00:00:00,2019-03-31 00:00:00,15074085.58,101511.27,13305707.05,1869889.8,2019,基金定期报告
005530,汇添富沪深300指数增强A,2019-04-20 00:00:00,2019-03-31 00:00:00,195419876.37,4658586.16,29242268.33,170836194.2,2019,基金定期报告
005761,招商MSCI中国A股国际通ETF联接A,2019-04-18 00:00:00,2019-03-31 00:00:00,2944263587.69,229329525.84,931361750.89,2242231362.64,2019,基金定期报告
005762,招商MSCI中国A股国际通ETF联接C,2019-04-18 00:00:00,2019-03-31 00:00:00,545116280.08,60420274.99,288664586.18,316871968.89,2019,基金定期报告
005831,鹏华尊悦3个月定期开放债券,2019-04-19 00:00:00,2019-03-31 00:00:00,2935296458.61,0.0,0.0,2935296458.61,2019,基金定期报告
005850,财通沪深300指数增强,2019-04-22 00:00:00,2019-03-31 00:00:00,458980142.88,30036020.13,323179231.68,165836931.33,2019,基金定期报告
005855,中科沃土沃瑞灵活配置混合A,2019-04-18 00:00:00,2019-03-31 00:00:00,8992376.24,787571.54,11886.41,9768061.37,2019,基金定期报告
005856,中科沃土沃瑞灵活配置混合C,2019-04-18 00:00:00,2019-03-31 00:00:00,1486436.45,81016.09,402702.23,1164750.31,2019,基金定期报告
005882,财通资管鸿达纯债债券E,2019-04-22 00:00:00,2019-03-31 00:00:00,6001670.79,6168204.94,5971163.74,6198711.99,2019,基金定期报告
005914,景顺长城智能生活混合,2019-04-20 00:00:00,2019-03-31 00:00:00,1527198576.84,67960914.26,1044118213.85,551041277.25,2019,基金定期报告
005918,天弘沪深300ETF联接C,2019-04-19 00:00:00,2019-03-31 00:00:00,217788023.3,799829517.09,499757438.34,517860102.05,2019,基金定期报告
005919,天弘中证500ETF联接C,2019-04-19 00:00:00,2019-03-31 00:00:00,234815094.33,723990471.23,470239333.24,488566232.32,2019,基金定期报告
005970,国泰消费优选股票,2019-04-22 00:00:00,2019-03-31 00:00:00,297603446.19,10879139.94,271594929.63,36887656.5,2019,基金定期报告
005979,南方合顺多资产配置混合(FOF)A,2019-04-19 00:00:00,2019-03-31 00:00:00,46890684.94,48676.28,17314272.28,29625088.94,2019,基金定期报告
005980,南方合顺多资产配置混合(FOF)C,2019-04-19 00:00:00,2019-03-31 00:00:00,600479752.97,77759.27,570699892.54,29857619.7,2019,基金定期报告
005988,兴业纯债6个月定期开放债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,749996318.67,0.0,0.0,749996318.67,2019,基金定期报告
005989,兴业纯债6个月定期开放债券C,2019-04-18 00:00:00,2019-03-31 00:00:00,2845.09,0.0,0.0,2845.09,2019,基金定期报告
006013,易方达鑫转招利混合A,2019-04-18 00:00:00,2019-03-31 00:00:00,381493996.72,6606502.96,16220082.1,371880417.58,2019,基金定期报告
006014,易方达鑫转招利混合C,2019-04-18 00:00:00,2019-03-31 00:00:00,326633962.54,4071428.97,141650224.27,189055167.24,2019,基金定期报告
006051,鹏扬核心价值灵活配置混合A,2019-04-18 00:00:00,2019-03-31 00:00:00,232833176.1,302747299.12,30885657.57,504694817.65,2019,基金定期报告
006052,鹏扬核心价值灵活配置混合C,2019-04-18 00:00:00,2019-03-31 00:00:00,136472599.75,2790011.58,132813669.99,6448941.34,2019,基金定期报告
006105,宏利印度机会股票(QDII),2019-04-19 00:00:00,2019-03-31 00:00:00,376350769.64,829514.65,134434053.7,242746230.59,2019,基金定期报告
006129,华安中证500行业中性低波动ETF联接A,2019-04-20 00:00:00,2019-03-31 00:00:00,49004772.72,6771840.98,45251482.52,10525131.18,2019,基金定期报告
006130,华安中证500行业中性低波动ETF联接C,2019-04-20 00:00:00,2019-03-31 00:00:00,337652267.34,22030467.94,330441091.96,29241643.32,2019,基金定期报告
006152,国联安增鑫纯债债券A,2019-04-22 00:00:00,2019-03-31 00:00:00,199996089.68,2996128590.64,1598048544.26,1598076136.06,2019,基金定期报告
006153,国联安增鑫纯债债券C,2019-04-22 00:00:00,2019-03-31 00:00:00,13690.33,239.3,870.07,13059.56,2019,基金定期报告
006202,交银施罗德核心资产混合,2019-04-20 00:00:00,2019-03-31 00:00:00,780567196.69,55112296.77,315946565.59,519732927.87,2019,基金定期报告
006250,摩根动力精选混合A,2019-04-19 00:00:00,2019-03-31 00:00:00,225220896.77,643826.23,143107406.48,82757316.52,2019,基金定期报告
006257,信澳先进智造股票,2019-04-18 00:00:00,2019-03-31 00:00:00,306827147.76,33569885.79,278920056.45,61476977.1,2019,基金定期报告
006270,汇安核心成长混合A,2019-04-20 00:00:00,2019-03-31 00:00:00,176863873.64,1100956.66,100071659.0,77893171.3,2019,基金定期报告
006271,汇安核心成长混合C,2019-04-20 00:00:00,2019-03-31 00:00:00,51722800.86,94531.36,46637483.35,5179848.87,2019,基金定期报告
006281,万家人工智能混合A,2019-04-18 00:00:00,2019-03-31 00:00:00,220455070.79,9040260.55,132015956.21,97479375.13,2019,基金定期报告
006316,平安惠诚纯债债券,2019-04-19 00:00:00,2019-03-31 00:00:00,200015449.76,0.0,49999039.86,150016409.9,2019,基金定期报告
006327,易方达中证海外中国互联网50ETF联接(QDII)A,2019-04-18 00:00:00,2019-03-31 00:00:00,31839071.46,37979865.13,28080499.06,41738437.53,2019,基金定期报告
006328,易方达中证海外中国互联网50ETF联接(QDII)C,2019-04-18 00:00:00,2019-03-31 00:00:00,404099454.41,8112253.2,394741769.15,17469938.46,2019,基金定期报告
006349,中金MSCI中国A股国际价值指数A,2019-04-19 00:00:00,2019-03-31 00:00:00,10386809.21,3199886.15,1124571.57,12462123.79,2019,基金定期报告
006350,中金MSCI中国A股国际价值指数C,2019-04-19 00:00:00,2019-03-31 00:00:00,175135.67,2041046.08,952309.92,1263871.83,2019,基金定期报告
006351,中金MSCI中国A股国际红利指数A,2019-04-19 00:00:00,2019-03-31 00:00:00,10822334.04,813679.09,205827.49,11430185.64,2019,基金定期报告
006352,中金MSCI中国A股国际红利指数C,2019-04-19 00:00:00,2019-03-31 00:00:00,1722017.0,2204655.86,2255408.22,1671264.64,2019,基金定期报告
006383,招商添盈纯债债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,1704166998.82,3210144.56,383414644.7,1323962498.68,2019,基金定期报告
006384,招商添盈纯债债券C,2019-04-18 00:00:00,2019-03-31 00:00:00,665677184.73,22119972.69,239076585.73,448720571.69,2019,基金定期报告
006392,中信保诚创新成长灵活配置混合A,2019-04-18 00:00:00,2019-03-31 00:00:00,315410558.63,37978.36,219496100.87,95952436.12,2019,基金定期报告
006396,长信双利优选混合E,2019-04-22 00:00:00,2019-03-31 00:00:00,823.56,1036676.88,73412.22,964088.22,2019,基金定期报告
006451,华富中证5年恒定久期国开债指数A,2019-04-20 00:00:00,2019-03-31 00:00:00,3365085674.21,0.0,0.0,3365085674.21,2019,基金定期报告
006452,华富中证5年恒定久期国开债指数C,2019-04-20 00:00:00,2019-03-31 00:00:00,26572.81,0.0,0.0,26572.81,2019,基金定期报告
006481,海富通上海清算所中高等级短期融资券指数A,2019-04-20 00:00:00,2019-03-31 00:00:00,565087551.59,54852112.82,65002796.63,554936867.78,2019,基金定期报告
006526,鹏华优选回报灵活配置混合A,2019-04-19 00:00:00,2019-03-31 00:00:00,331560264.77,280497.26,295708034.42,36132727.61,2019,基金定期报告
006527,富国优质发展混合A,2019-04-22 00:00:00,2019-03-31 00:00:00,325191680.59,898834.53,261346169.05,64744346.07,2019,基金定期报告
006528,富国优质发展混合C,2019-04-22 00:00:00,2019-03-31 00:00:00,26263946.43,308358.33,12197498.56,14374806.2,2019,基金定期报告
006544,平安惠聚纯债债券,2019-04-19 00:00:00,2019-03-31 00:00:00,203000187.01,0.0,167997159.05,35003027.96,2019,基金定期报告
006555,浦银安盛全球智能科技股票(QDII)A,2019-04-19 00:00:00,2019-03-31 00:00:00,319816257.22,7702514.19,270601967.05,56916804.36,2019,基金定期报告
006556,海富通研究精选混合C,2019-04-20 00:00:00,2019-03-31 00:00:00,248988695.63,62374.97,242679583.76,6371486.84,2019,基金定期报告
006557,海富通研究精选混合A,2019-04-20 00:00:00,2019-03-31 00:00:00,14892110.25,3586.85,11839907.21,3055789.89,2019,基金定期报告
006560,华夏中证四川国企改革ETF发起式联接A,2019-04-20 00:00:00,2019-03-31 00:00:00,11559025.52,273829.76,5144436.57,6688418.71,2019,基金定期报告
006561,华夏中证四川国企改革ETF发起式联接C,2019-04-20 00:00:00,2019-03-31 00:00:00,2060316921.53,838817.7,2040975229.19,20180510.04,2019,基金定期报告
006580,兴全安泰平衡养老目标三年持有期混合(FOF)A,2019-04-18 00:00:00,2019-03-31 00:00:00,628976962.65,29914307.82,0.0,658891270.47,2019,基金定期报告
006581,建信优享稳健养老目标一年持有期混合(FOF)A,2019-04-19 00:00:00,2019-03-31 00:00:00,810748298.18,4685583.87,0.0,815433882.05,2019,基金定期报告
006593,博道中证500指数增强A,2019-04-22 00:00:00,2019-03-31 00:00:00,245859663.45,6937397.31,0.0,252797060.76,2019,基金定期报告
006594,博道中证500指数增强C,2019-04-22 00:00:00,2019-03-31 00:00:00,184697740.97,3885679.84,0.0,188583420.81,2019,基金定期报告
006601,国融融泰灵活配置混合A,2019-04-22 00:00:00,2019-03-31 00:00:00,349976176.29,102388227.5,287914328.34,164450075.45,2019,基金定期报告
006602,国融融泰灵活配置混合C,2019-04-22 00:00:00,2019-03-31 00:00:00,416617238.7,0.0,406615663.7,10001575.0,2019,基金定期报告
006614,嘉实恒生港股通新经济指数(LOF)C,2019-04-20 00:00:00,2019-03-31 00:00:00,279844440.14,784752.14,274075760.98,6553431.3,2019,基金定期报告
006626,山西证券超短债债券A,2019-04-20 00:00:00,2019-03-31 00:00:00,335638937.2,22316780.02,133015718.73,224939998.49,2019,基金定期报告
006627,山西证券超短债债券C,2019-04-20 00:00:00,2019-03-31 00:00:00,70401523.11,30626049.84,51778590.43,49248982.52,2019,基金定期报告
006631,鑫元臻利债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,150006483.36,847879301.75,9.94,997885775.17,2019,基金定期报告
006632,鑫元臻利债券C,2019-04-18 00:00:00,2019-03-31 00:00:00,50012090.5,5191175.0,50000000.0,5203265.5,2019,基金定期报告
006640,中金新元6个月定期开放债券A,2019-04-19 00:00:00,2019-03-31 00:00:00,1750004000.0,0.0,0.0,1750004000.0,2019,基金定期报告
006641,中金新元6个月定期开放债券C,2019-04-19 00:00:00,2019-03-31 00:00:00,6000.0,0.0,0.0,6000.0,2019,基金定期报告
006644,弘毅远方消费升级混合A,2019-04-20 00:00:00,2019-03-31 00:00:00,404186836.22,0.0,0.0,404186836.22,2019,基金定期报告
006650,招商安庆债券,2019-04-18 00:00:00,2019-03-31 00:00:00,598253255.79,810775.79,327291581.69,271772449.89,2019,基金定期报告
006654,华泰紫金季季享定期开放债券A,2019-04-19 00:00:00,2019-03-31 00:00:00,187199320.03,0.0,0.0,187199320.03,2019,基金定期报告
006655,华泰紫金季季享定期开放债券C,2019-04-19 00:00:00,2019-03-31 00:00:00,118205646.64,0.0,0.0,118205646.64,2019,基金定期报告
006665,华夏鼎康债券A,2019-04-20 00:00:00,2019-03-31 00:00:00,180013692.83,0.0,120010668.64,60003024.19,2019,基金定期报告
006666,华夏鼎康债券C,2019-04-20 00:00:00,2019-03-31 00:00:00,30422146.13,0.0,61941.89,30360204.24,2019,基金定期报告
006672,广发招财短债债券A,2019-04-22 00:00:00,2019-03-31 00:00:00,84698783.18,1761227.71,42907566.31,43552444.58,2019,基金定期报告
006673,广发招财短债债券C,2019-04-22 00:00:00,2019-03-31 00:00:00,677083602.09,6807801.73,272089237.14,411802166.68,2019,基金定期报告
006687,方正富邦深证100ETF联接A,2019-04-22 00:00:00,2019-03-31 00:00:00,16151766.01,7503253.11,13385794.91,10269224.21,2019,基金定期报告
006688,方正富邦深证100ETF联接C,2019-04-22 00:00:00,2019-03-31 00:00:00,244073836.22,9300102.17,233766087.01,19607851.38,2019,基金定期报告
006692,金信消费升级股票A,2019-04-20 00:00:00,2019-03-31 00:00:00,10247288.15,237396.21,55916.44,10428767.92,2019,基金定期报告
006693,金信消费升级股票C,2019-04-20 00:00:00,2019-03-31 00:00:00,295652.81,538178.41,24757.51,809073.71,2019,基金定期报告
006712,前海开源MSCI中国A股消费指数A,2019-04-19 00:00:00,2019-03-31 00:00:00,11588956.08,3658310.98,11703854.25,3543412.81,2019,基金定期报告
006713,前海开源MSCI中国A股消费指数C,2019-04-19 00:00:00,2019-03-31 00:00:00,279982477.58,2372369.58,274843575.87,7511271.29,2019,基金定期报告
006715,东方永泰纯债1年定期开放债券A,2019-04-19 00:00:00,2019-03-31 00:00:00,647582057.59,0.0,0.0,647582057.59,2019,基金定期报告
006716,东方永泰纯债1年定期开放债券C,2019-04-19 00:00:00,2019-03-31 00:00:00,42082863.51,0.0,0.0,42082863.51,2019,基金定期报告
006720,平安核心优势混合A,2019-04-19 00:00:00,2019-03-31 00:00:00,74640248.29,376172.12,23221744.89,51794675.52,2019,基金定期报告
006721,平安核心优势混合C,2019-04-19 00:00:00,2019-03-31 00:00:00,188537461.68,230958.01,122079016.8,66689402.89,2019,基金定期报告
006736,国投瑞银先进制造混合,2019-04-22 00:00:00,2019-03-31 00:00:00,288758398.77,605505.54,240766880.76,48597023.55,2019,基金定期报告
006745,交银施罗德中债1-3年农发行债券指数A,2019-04-20 00:00:00,2019-03-31 00:00:00,10205490746.33,499501819.21,3260444626.27,7444547939.27,2019,基金定期报告
006746,交银施罗德中债1-3年农发行债券指数C,2019-04-20 00:00:00,2019-03-31 00:00:00,0.0,0.0,0.0,0.0,2019,基金定期报告
006764,景顺长城景泰鑫利纯债债券A,2019-04-20 00:00:00,2019-03-31 00:00:00,217624460.07,219558882.24,235247572.56,201935769.75,2019,基金定期报告
006771,永赢合益债券,2019-04-18 00:00:00,2019-03-31 00:00:00,200002592.6,0.0,0.0,200002592.6,2019,基金定期报告
006773,国寿安保尊荣中短债债券A,2019-04-22 00:00:00,2019-03-31 00:00:00,691688923.87,0.0,0.0,691688923.87,2019,基金定期报告
006774,国寿安保尊荣中短债债券C,2019-04-22 00:00:00,2019-03-31 00:00:00,449428489.92,0.0,0.0,449428489.92,2019,基金定期报告
006776,华夏鼎略债券A,2019-04-20 00:00:00,2019-03-31 00:00:00,200012542.89,4504188856.72,1.99,4704201397.62,2019,基金定期报告
006777,华夏鼎略债券C,2019-04-20 00:00:00,2019-03-31 00:00:00,54.0,265835.47,10.0,265879.47,2019,基金定期报告
006789,中信保诚景丰债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,60013245.1,339800208.79,5705.67,399807748.22,2019,基金定期报告
006790,中信保诚景丰债券C,2019-04-18 00:00:00,2019-03-31 00:00:00,141020925.06,259861864.52,400879011.4,3778.18,2019,基金定期报告
006793,交银施罗德稳鑫短债债券A,2019-04-20 00:00:00,2019-03-31 00:00:00,1535684350.86,200784789.44,242382840.03,1494086300.27,2019,基金定期报告
006794,交银施罗德稳鑫短债债券C,2019-04-20 00:00:00,2019-03-31 00:00:00,87516850.35,1078788.95,30368462.33,58227176.97,2019,基金定期报告
006797,嘉实中短债债券A,2019-04-20 00:00:00,2019-03-31 00:00:00,410955621.53,0.0,0.0,410955621.53,2019,基金定期报告
006798,嘉实中短债债券C,2019-04-20 00:00:00,2019-03-31 00:00:00,223128235.24,0.0,0.0,223128235.24,2019,基金定期报告
006799,财通资管鸿运中短债债券A,2019-04-22 00:00:00,2019-03-31 00:00:00,2233182129.29,166792.5,638855688.62,1594493233.17,2019,基金定期报告
006800,财通资管鸿运中短债债券C,2019-04-22 00:00:00,2019-03-31 00:00:00,1453957720.07,1920948.3,500769695.24,955108973.13,2019,基金定期报告
006804,富国短债债券A,2019-04-22 00:00:00,2019-03-31 00:00:00,1602628304.43,6517357.02,818504937.58,790640723.87,2019,基金定期报告
006805,富国短债债券C,2019-04-22 00:00:00,2019-03-31 00:00:00,2508431815.29,15855610.98,1489592362.0,1034695064.27,2019,基金定期报告
006813,博时汇悦回报混合,2019-04-22 00:00:00,2019-03-31 00:00:00,345857413.94,480931.52,134923872.71,211414472.75,2019,基金定期报告
006816,泰康中证港股通地产指数A,2019-04-20 00:00:00,2019-03-31 00:00:00,10149773.37,1185411.74,177900.09,11157285.02,2019,基金定期报告
006817,泰康中证港股通地产指数C,2019-04-20 00:00:00,2019-03-31 00:00:00,4287904.22,2672275.7,1546951.26,5413228.66,2019,基金定期报告
006824,创金合信鑫日享短债债券A,2019-04-22 00:00:00,2019-03-31 00:00:00,131420132.62,166486789.28,89740928.98,208165992.92,2019,基金定期报告
006825,创金合信鑫日享短债债C,2019-04-22 00:00:00,2019-03-31 00:00:00,217498741.81,320698301.9,138317927.82,399879115.89,2019,基金定期报告
006827,中加瑞鑫纯债债券,2019-04-18 00:00:00,2019-03-31 00:00:00,200001482.99,0.0,0.0,200001482.99,2019,基金定期报告
006834,工银瑞信尊享短债债券A,2019-04-22 00:00:00,2019-03-31 00:00:00,548868452.02,203000232.2,138912379.33,612956304.89,2019,基金定期报告
006835,工银瑞信尊享短债债券C,2019-04-22 00:00:00,2019-03-31 00:00:00,619184347.37,2099189.11,253503216.9,367780319.58,2019,基金定期报告
006837,银华信用四季红债券C,2019-04-18 00:00:00,2019-03-31 00:00:00,0.0,931692.23,97367.57,834324.66,2019,基金定期报告
006838,鑫元荣利三个月定期开放债券,2019-04-18 00:00:00,2019-03-31 00:00:00,310009850.04,0.0,0.0,310009850.04,2019,基金定期报告
006841,嘉实致享纯债债券,2019-04-20 00:00:00,2019-03-31 00:00:00,228059365.26,241588650.76,70051806.75,399596209.27,2019,基金定期报告
006842,南方国利6个月定期开放债券,2019-04-19 00:00:00,2019-03-31 00:00:00,2509998638.95,0.0,0.0,2509998638.95,2019,基金定期报告
006850,永赢颐利债券,2019-04-18 00:00:00,2019-03-31 00:00:00,200002512.97,3797339862.11,0.0,3997342375.08,2019,基金定期报告
006851,平安中短债债券E,2019-04-19 00:00:00,2019-03-31 00:00:00,0.0,2885746694.91,487967947.01,2397778747.9,2019,基金定期报告
006852,永赢迅利中高等级短债债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,200005725.6,1146812248.66,39919171.65,1306898802.61,2019,基金定期报告
006857,蜂巢卓睿灵活配置混合A,2019-04-22 00:00:00,2019-03-31 00:00:00,84088898.83,0.0,0.0,84088898.83,2019,基金定期报告
006858,蜂巢卓睿灵活配置混合C,2019-04-22 00:00:00,2019-03-31 00:00:00,348254840.28,0.0,0.0,348254840.28,2019,基金定期报告
006865,泰康安惠纯债债券C,2019-04-20 00:00:00,2019-03-31 00:00:00,0.0,18522976.83,5443918.85,13079057.98,2019,基金定期报告
006867,易方达丰华债券C,2019-04-18 00:00:00,2019-03-31 00:00:00,0.0,67806060.66,255579.42,67550481.24,2019,基金定期报告
006889,平安惠鸿纯债债券,2019-04-19 00:00:00,2019-03-31 00:00:00,200005520.72,3894155766.35,50000258.69,4044161028.38,2019,基金定期报告
006893,汇添富丰利短债债券A,2019-04-20 00:00:00,2019-03-31 00:00:00,401087405.8,0.0,195005061.99,206082343.81,2019,基金定期报告
006901,上银慧祥利债券A,2019-04-19 00:00:00,2019-03-31 00:00:00,209981752.84,189599850.26,154980246.61,244601356.49,2019,基金定期报告
006906,创金合信鑫收益灵活配置混合E,2019-04-22 00:00:00,2019-03-31 00:00:00,0.0,130670979.47,3284741.52,127386237.95,2019,基金定期报告
006907,银华安鑫短债债券A,2019-04-18 00:00:00,2019-03-31 00:00:00,656772831.59,400252674.93,0.0,1057025506.52,2019,基金定期报告
006908,银华安鑫短债债券C,2019-04-18 00:00:00,2019-03-31 00:00:00,474361814.54,16800049.8,0.0,491161864.34,2019,基金定期报告
006912,长城久泰沪深300指数C,2019-04-22 00:00:00,2019-03-31 00:00:00,0.0,3827094.76,1636778.66,2190316.1,2019,基金定期报告
006917,上银慧祥利债券C,2019-04-19 00:00:00,2019-03-31 00:00:00,86392.3,0.0,5550.0,80842.3,2019,基金定期报告
006925,永赢中债-1-3年政策性金融债指数,2019-04-18 00:00:00,2019-03-31 00:00:00,200002332.43,0.0,0.0,200002332.43,2019,基金定期报告
006928,长城创业板指数增强C,2019-04-22 00:00:00,2019-03-31 00:00:00,0.0,32626251.26,12859852.79,19766398.47,2019,基金定期报告
006929,博时富融纯债债券,2019-04-22 00:00:00,2019-03-31 00:00:00,210003397.82,3993099130.16,2146520542.24,2056581985.74,2019,基金定期报告
006934,平安3-5年期政策性金融债债券A,2019-04-19 00:00:00,2019-03-31 00:00:00,200003415.61,0.0,149998029.91,50005385.7,2019,基金定期报告
006935,平安3-5年期政策性金融债债券C,2019-04-19 00:00:00,2019-03-31 00:00:00,3106.0,0.0,10.0,3096.0,2019,基金定期报告
006936,华安安盛3个月定期开放债券,2019-04-20 00:00:00,2019-03-31 00:00:00,639998000.0,0.0,0.0,639998000.0,2019,基金定期报告
006937,工银瑞信沪深300指数C,2019-04-22 00:00:00,2019-03-31 00:00:00,0.0,17876179.86,7574537.56,10301642.3,2019,基金定期报告
006938,鹏华中证500指数(LOF)C,2019-04-19 00:00:00,2019-03-31 00:00:00,0.0,8229201.58,1610282.2,6618919.38,2019,基金定期报告
006939,鹏华沪深300指数(LOF)C,2019-04-19 00:00:00,2019-03-31 00:00:00,0.0,4681432.56,912852.16,3768580.4,2019,基金定期报告
006949,前海开源乾利3个月定期开放债券,2019-04-19 00:00:00,2019-03-31 00:00:00,4809999000.0,0.0,0.0,4809999000.0,2019,基金定期报告
007020,华安添鑫中短债债券C,2019-04-20 00:00:00,2019-03-31 00:00:00,0.0,114001344.98,6161783.69,107839561.29,2019,基金定期报告
007034,中科沃土沃安中短期利率债债券C,2019-04-18 00:00:00,2019-03-31 00:00:00,0.0,558971513.06,0.0,558971513.06,2019,基金定期报告
007038,新疆前海联合添惠纯债债券C,2019-04-19 00:00:00,2019-03-31 00:00:00,0.0,25222.08,7558.88,17663.2,2019,基金定期报告
007039,新疆前海联合沪深300指数C,2019-04-19 00:00:00,2019-03-31 00:00:00,0.0,451877.74,116573.7,335304.04,2019,基金定期报告
007040,新疆前海联合泳隆灵活配置混合C,2019-04-19 00:00:00,2019-03-31 00:00:00,0.0,726.96,0.0,726.96,2019,基金定期报告
007041,新疆前海联合泳涛灵活配置混合C,2019-04-19 00:00:00,2019-03-31 00:00:00,0.0,1604.91,0.0,1604.91,2019,基金定期报告
007042,新疆前海联合泳隽灵活配置混合C,2019-04-19 00:00:00,2019-03-31 00:00:00,0.0,1889.13,0.0,1889.13,2019,基金定期报告
007043,新疆前海联合泓鑫灵活配置混合C,2019-04-19 00:00:00,2019-03-31 00:00:00,0.0,646442.55,144532.07,501910.48,2019,基金定期报告
007046,方正富邦创新动力混合C,2019-04-22 00:00:00,2019-03-31 00:00:00,0.0,30041560.98,5000000.0,25041560.98,2019,基金定期报告
007048,平安安心灵活配置混合C,2019-04-19 00:00:00,2019-03-31 00:00:00,0.0,58140031.59,0.97,58140030.62,2019,基金定期报告
007049,平安鑫安混合E,2019-04-19 00:00:00,2019-03-31 00:00:00,0.0,111048776.98,57268.65,110991508.33,2019,基金定期报告
007072,民生加银鑫福灵活配置混合C,2019-04-20 00:00:00,2019-03-31 00:00:00,0.0,350310.41,0.0,350310.41,2019,基金定期报告
007073,海富通上海清算所中高等级短期融资券指数C,2019-04-20 00:00:00,2019-03-31 00:00:00,0.0,10079194.36,9972.08,10069222.28,2019,基金定期报告
007075,富国产业债债券C,2019-04-22 00:00:00,2019-03-31 00:00:00,0.0,42666424.35,3362.28,42663062.07,2019,基金定期报告
007089,国投瑞银中证500指数量化增强C,2019-04-22 00:00:00,2019-03-31 00:00:00,0.0,290350.15,24.35,290325.8,2019,基金定期报告
007096,大成沪深300指数C,2019-04-19 00:00:00,2019-03-31 00:00:00,0.0,9600.69,9000.0,600.69,2019,基金定期报告
007099,安信尊享添益债券C,2019-04-22 00:00:00,2019-03-31 00:00:00,0.0,9307315.15,0.0,9307315.15,2019,基金定期报告
007100,中银稳健添利债券E,2019-04-18 00:00:00,2019-03-31 00:00:00,0.0,236.3,0.0,236.3,2019,基金定期报告
007111,新疆前海联合国民健康产业灵活配置混合C,2019-04-19 00:00:00,2019-03-31 00:00:00,0.0,2223.72,0.0,2223.72,2019,基金定期报告
