基金代码,基金简称,公告日期,截止日期,机构投资者持有的基金份额,机构投资者持有的基金份额占总份额比例,个人投资者持有的基金份额,个人投资者持有的基金份额占总份额比例,定期报告所属年度,报告类型
005289,融通通昊三个月定期开放债券,2019-08-24 00:00:00,2019-06-30 00:00:00,1010767471.43,100.0,0.0,0.0,2019,中期报告
005301,前海开源弘泽债券A,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,24109020.43,100.0,2019,中期报告
005302,前海开源弘泽债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,16633985.52,35.27,30525692.25,64.73,2019,中期报告
005307,财通资管鸿达纯债债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,732081.62,100.0,2019,中期报告
005308,财通资管鸿达纯债债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,193554.63,0.13,146670096.46,99.87,2019,中期报告
005350,诺德短债债券A,2019-08-23 00:00:00,2019-06-30 00:00:00,122965896.0,94.51,7145687.31,5.49,2019,中期报告
005393,南方卓利3个月定期开放债券,2019-08-23 00:00:00,2019-06-30 00:00:00,7829552184.96,100.0,0.0,0.0,2019,中期报告
005425,民生加银睿通3个月定期开放债券,2019-08-23 00:00:00,2019-06-30 00:00:00,4005806803.61,100.0,0.0,0.0,2019,中期报告
005432,上银聚鸿益三个月定期开放债券,2019-08-24 00:00:00,2019-06-30 00:00:00,1010000000.0,100.0,0.0,0.0,2019,中期报告
005465,华泰紫金智惠定期开放债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,1000041000.0,99.98,222311.87,0.02,2019,中期报告
005466,华泰紫金智惠定期开放债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,0.0,0.0,2019,中期报告
005503,汇添富理财60天债券型E,2019-08-29 00:00:00,2019-06-30 00:00:00,2981514.61,0.29,1008604563.3,99.71,2019,中期报告
005505,前海开源中药研究精选股票A,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,10964928.17,100.0,2019,中期报告
005506,前海开源中药研究精选股票C,2019-08-24 00:00:00,2019-06-30 00:00:00,2937.96,0.02,18382661.98,99.98,2019,中期报告
005513,南华瑞恒中短债债券A,2019-08-23 00:00:00,2019-06-30 00:00:00,19889607.16,15.28,110258007.51,84.72,2019,中期报告
005514,南华瑞恒中短债债券C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,1787482.2,100.0,2019,中期报告
005530,汇添富沪深300指数增强A,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,110272064.45,100.0,2019,中期报告
005680,财通资管价值成长混合A,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,363612740.16,100.0,2019,中期报告
005761,招商MSCI中国A股国际通ETF联接A,2019-08-26 00:00:00,2019-06-30 00:00:00,205201738.82,10.57,1735821476.17,89.43,2019,中期报告
005762,招商MSCI中国A股国际通ETF联接C,2019-08-26 00:00:00,2019-06-30 00:00:00,1592728.59,0.54,294441514.87,99.46,2019,中期报告
005816,国泰农惠定期开放债券,2019-08-28 00:00:00,2019-06-30 00:00:00,99998800.0,42.89,133172905.77,57.11,2019,中期报告
005831,鹏华尊悦3个月定期开放债券,2019-08-23 00:00:00,2019-06-30 00:00:00,2935296458.61,100.0,0.0,0.0,2019,中期报告
005850,财通沪深300指数增强,2019-08-27 00:00:00,2019-06-30 00:00:00,151815159.68,74.11,53029670.21,25.89,2019,中期报告
005855,中科沃土沃瑞灵活配置混合A,2019-08-26 00:00:00,2019-06-30 00:00:00,8003602.74,78.5,2192438.33,21.5,2019,中期报告
005856,中科沃土沃瑞灵活配置混合C,2019-08-26 00:00:00,2019-06-30 00:00:00,1000410.96,78.29,277409.86,21.71,2019,中期报告
005882,财通资管鸿达纯债债券E,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,1375653.7,100.0,2019,中期报告
005914,景顺长城智能生活混合,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,166073172.32,100.0,2019,中期报告
005918,天弘沪深300ETF联接C,2019-08-24 00:00:00,2019-06-30 00:00:00,456710070.04,33.69,898793177.55,66.31,2019,中期报告
005919,天弘中证500ETF联接C,2019-08-24 00:00:00,2019-06-30 00:00:00,9952413.63,1.27,776160711.02,98.73,2019,中期报告
005970,国泰消费优选股票,2019-08-28 00:00:00,2019-06-30 00:00:00,21356336.94,43.52,27717612.28,56.48,2019,中期报告
005979,南方合顺多资产配置混合(FOF)A,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,26383930.18,100.0,2019,中期报告
005980,南方合顺多资产配置混合(FOF)C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,16553142.25,100.0,2019,中期报告
005988,兴业纯债6个月定期开放债券A,2019-08-24 00:00:00,2019-06-30 00:00:00,749996000.0,100.0,318.67,0.0,2019,中期报告
005989,兴业纯债6个月定期开放债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,2845.09,100.0,2019,中期报告
006005,诺安鼎利混合A,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,153734151.42,100.0,2019,中期报告
006006,诺安鼎利混合C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,83417854.35,100.0,2019,中期报告
006013,易方达鑫转招利混合A,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,312798938.62,100.0,2019,中期报告
006014,易方达鑫转招利混合C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,121404256.68,100.0,2019,中期报告
006051,鹏扬核心价值灵活配置混合A,2019-08-23 00:00:00,2019-06-30 00:00:00,19998887.67,2.07,944852830.54,97.93,2019,中期报告
006052,鹏扬核心价值灵活配置混合C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,10587448.77,100.0,2019,中期报告
006105,宏利印度机会股票(QDII),2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,16407229.99,100.0,2019,中期报告
006121,华安双核驱动混合A,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,170006181.92,100.0,2019,中期报告
006122,华安低碳生活混合A,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,606508228.74,100.0,2019,中期报告
006129,华安中证500行业中性低波动ETF联接A,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,9408740.31,100.0,2019,中期报告
006130,华安中证500行业中性低波动ETF联接C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,26434467.23,100.0,2019,中期报告
006152,国联安增鑫纯债债券A,2019-08-28 00:00:00,2019-06-30 00:00:00,1048050533.01,100.0,26612.99,0.0,2019,中期报告
006153,国联安增鑫纯债债券C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,13118.54,100.0,2019,中期报告
006167,德邦乐享生活混合A,2019-08-27 00:00:00,2019-06-30 00:00:00,19998200.0,6.64,281343570.24,93.36,2019,中期报告
006168,德邦乐享生活混合C,2019-08-27 00:00:00,2019-06-30 00:00:00,29800000.0,51.66,27880554.34,48.34,2019,中期报告
006179,富国品质生活混合A,2019-08-27 00:00:00,2019-06-30 00:00:00,119436647.75,11.99,876306222.17,88.01,2019,中期报告
006199,长盛同锦研究精选混合,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,77907290.35,100.0,2019,中期报告
006202,交银施罗德核心资产混合,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,292625238.65,100.0,2019,中期报告
006207,泰康裕泰债券A,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,1039601554.26,100.0,2019,中期报告
006208,泰康裕泰债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,5001.7,100.0,2019,中期报告
006218,富国生物医药科技混合A,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,1931358338.55,100.0,2019,中期报告
006227,华宝科技先锋混合A,2019-08-29 00:00:00,2019-06-30 00:00:00,29659.12,0.02,118845738.94,99.98,2019,中期报告
006228,中欧医疗创新股票A,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,208748473.98,100.0,2019,中期报告
006229,中欧医疗创新股票C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,40813873.2,100.0,2019,中期报告
006250,摩根动力精选混合A,2019-08-24 00:00:00,2019-06-30 00:00:00,13860880.0,22.95,46540114.58,77.05,2019,中期报告
006254,长城久悦债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,34953068.9,8.43,379808546.59,91.57,2019,中期报告
006257,信澳先进智造股票,2019-08-24 00:00:00,2019-06-30 00:00:00,46822537.51,64.68,25564897.56,35.32,2019,中期报告
006259,汇添富红利增长混合A,2019-08-29 00:00:00,2019-06-30 00:00:00,16467207.7,0.27,6132862619.7,99.73,2019,中期报告
006260,汇添富红利增长混合C,2019-08-29 00:00:00,2019-06-30 00:00:00,342505.94,0.05,696128407.56,99.95,2019,中期报告
006266,永赢智能领先混合A,2019-08-26 00:00:00,2019-06-30 00:00:00,494408.65,0.0259,1906153565.27,99.9741,2019,中期报告
006269,永赢智能领先混合C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,16041746.7,100.0,2019,中期报告
006270,汇安核心成长混合A,2019-08-29 00:00:00,2019-06-30 00:00:00,81577861.93,55.59,65168595.39,44.41,2019,中期报告
006271,汇安核心成长混合C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,3745741.97,100.0,2019,中期报告
006281,万家人工智能混合A,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,75640368.33,100.0,2019,中期报告
006284,浙商兴永纯债三个月定期开放债券,2019-08-26 00:00:00,2019-06-30 00:00:00,510030250.0,100.0,0.0,0.0,2019,中期报告
006307,嘉实养老目标日期2040五年持有期混合(FOF)A,2019-08-29 00:00:00,2019-06-30 00:00:00,10010992.35,31.82,21451205.77,68.18,2019,中期报告
006316,平安惠诚纯债债券,2019-08-23 00:00:00,2019-06-30 00:00:00,99999000.0,99.98,17330.26,0.02,2019,中期报告
006327,易方达中证海外中国互联网50ETF联接(QDII)A,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,65710611.92,100.0,2019,中期报告
006328,易方达中证海外中国互联网50ETF联接(QDII)C,2019-08-24 00:00:00,2019-06-30 00:00:00,2000540.0,9.8,18414881.63,90.2,2019,中期报告
006345,景顺长城集英成长两年定期开放混合,2019-08-23 00:00:00,2019-06-30 00:00:00,7739801.96,0.2,3826199492.62,99.8,2019,中期报告
006349,中金MSCI中国A股国际价值指数A,2019-08-26 00:00:00,2019-06-30 00:00:00,10605717.98,76.9,3186164.03,23.1,2019,中期报告
006350,中金MSCI中国A股国际价值指数C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,1248055.27,100.0,2019,中期报告
006351,中金MSCI中国A股国际红利指数A,2019-08-26 00:00:00,2019-06-30 00:00:00,10552439.23,80.18,2608341.11,19.82,2019,中期报告
006352,中金MSCI中国A股国际红利指数C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,4075605.56,100.0,2019,中期报告
006364,招商丰韵混合A,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,230415685.74,100.0,2019,中期报告
006365,招商丰韵混合C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,163039817.14,100.0,2019,中期报告
006383,招商添盈纯债债券A,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,984687265.05,100.0,2019,中期报告
006384,招商添盈纯债债券C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,265573883.9,100.0,2019,中期报告
006392,中信保诚创新成长灵活配置混合A,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,66085396.29,100.0,2019,中期报告
006396,长信双利优选混合E,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,914486.12,100.0,2019,中期报告
006398,宝盈祥颐定期开放混合A,2019-08-27 00:00:00,2019-06-30 00:00:00,4999256.94,1.34,369347243.29,98.66,2019,中期报告
006399,宝盈祥颐定期开放混合C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,101210989.37,100.0,2019,中期报告
006429,诺安恒鑫混合,2019-08-23 00:00:00,2019-06-30 00:00:00,86560326.96,6.32,1283717149.23,93.68,2019,中期报告
006431,汇安鼎利纯债债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,12054065.74,100.0,2019,中期报告
006432,汇安鼎利纯债债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,1846736.39,100.0,2019,中期报告
006449,浙商汇金量化精选灵活配置混合,2019-08-26 00:00:00,2019-06-30 00:00:00,22621458.91,19.43,93827883.07,80.57,2019,中期报告
006451,华富中证5年恒定久期国开债指数A,2019-08-29 00:00:00,2019-06-30 00:00:00,863831165.08,99.99,97405.07,0.01,2019,中期报告
006452,华富中证5年恒定久期国开债指数C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,296763.71,100.0,2019,中期报告
006477,中邮沪港深精选混合,2019-08-26 00:00:00,2019-06-30 00:00:00,69931.5,0.32,22050217.14,99.68,2019,中期报告
006481,海富通上海清算所中高等级短期融资券指数A,2019-08-28 00:00:00,2019-06-30 00:00:00,598121783.54,99.99,80317.56,0.01,2019,中期报告
006489,招商添裕纯债债券A,2019-08-26 00:00:00,2019-06-30 00:00:00,1099245732.43,100.0,42536.95,0.0,2019,中期报告
006490,招商添裕纯债债券C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,96796.47,100.0,2019,中期报告
006500,建信润利增强债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,895010.2,0.23,392158443.13,99.77,2019,中期报告
006501,建信润利增强债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,10002250.0,27.96,25775389.44,72.04,2019,中期报告
006522,财通新兴蓝筹混合A,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,173842609.36,100.0,2019,中期报告
006523,财通新兴蓝筹混合C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,65335422.44,100.0,2019,中期报告
006526,鹏华优选回报灵活配置混合A,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,16650047.13,100.0,2019,中期报告
006527,富国优质发展混合A,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,32799172.22,100.0,2019,中期报告
006528,富国优质发展混合C,2019-08-27 00:00:00,2019-06-30 00:00:00,0.0,0.0,9464281.63,100.0,2019,中期报告
006533,易方达科融混合,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,1679321145.98,100.0,2019,中期报告
006534,农银汇理永盛定期开放混合,2019-08-23 00:00:00,2019-06-30 00:00:00,9942.16,0.0,210558128.27,100.0,2019,中期报告
006535,恒生前海恒锦裕利混合A,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,25921980.72,100.0,2019,中期报告
006536,恒生前海恒锦裕利混合C,2019-08-28 00:00:00,2019-06-30 00:00:00,6924522.7,72.2,2666430.55,27.8,2019,中期报告
006544,平安惠聚纯债债券,2019-08-23 00:00:00,2019-06-30 00:00:00,1002306273.06,100.0,3782.89,0.0,2019,中期报告
006549,国金惠盈纯债债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,102677086.28,97.1,3067682.36,2.9,2019,中期报告
006555,浦银安盛全球智能科技股票(QDII)A,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,42817641.64,100.0,2019,中期报告
006556,海富通研究精选混合C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,1907093.2,100.0,2019,中期报告
006557,海富通研究精选混合A,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,965159.86,100.0,2019,中期报告
006560,华夏中证四川国企改革ETF发起式联接A,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,5910751.25,100.0,2019,中期报告
006561,华夏中证四川国企改革ETF发起式联接C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,10263002.51,100.0,2019,中期报告
006573,人保行业轮动混合A,2019-08-24 00:00:00,2019-06-30 00:00:00,51189218.62,20.05,204156216.84,79.95,2019,中期报告
006574,人保行业轮动混合C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,2148651.81,100.0,2019,中期报告
006575,华安养老目标日期2030三年持有期混合(FOF)A,2019-08-28 00:00:00,2019-06-30 00:00:00,50497747.1,19.98,202291541.48,80.02,2019,中期报告
006580,兴全安泰平衡养老目标三年持有期混合(FOF)A,2019-08-24 00:00:00,2019-06-30 00:00:00,20964216.83,3.01,674535619.74,96.99,2019,中期报告
006581,建信优享稳健养老目标一年持有期混合(FOF)A,2019-08-29 00:00:00,2019-06-30 00:00:00,1941792.2,0.24,822190554.61,99.76,2019,中期报告
006593,博道中证500指数增强A,2019-08-27 00:00:00,2019-06-30 00:00:00,3899310.98,2.28,166997419.61,97.72,2019,中期报告
006594,博道中证500指数增强C,2019-08-27 00:00:00,2019-06-30 00:00:00,8943520.28,7.86,104839983.79,92.14,2019,中期报告
006600,人保沪深300指数,2019-08-24 00:00:00,2019-06-30 00:00:00,132087999.81,86.19,21166205.59,13.81,2019,中期报告
006601,国融融泰灵活配置混合A,2019-08-29 00:00:00,2019-06-30 00:00:00,100240003.26,70.37,42215915.2,29.63,2019,中期报告
006602,国融融泰灵活配置混合C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,0.0,0.0,2019,中期报告
006603,嘉实互融精选股票,2019-08-29 00:00:00,2019-06-30 00:00:00,197637.46,0.08,241280562.34,99.92,2019,中期报告
006604,嘉实消费精选股票A,2019-08-29 00:00:00,2019-06-30 00:00:00,3578090.14,0.27,1309507187.37,99.73,2019,中期报告
006605,嘉实消费精选股票C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,16166544.83,100.0,2019,中期报告
006610,银华远见混合,2019-08-26 00:00:00,2019-06-30 00:00:00,10002916.95,92.19,847378.82,7.81,2019,中期报告
006614,嘉实恒生港股通新经济指数(LOF)C,2019-08-29 00:00:00,2019-06-30 00:00:00,1.0,0.0,4600056.02,100.0,2019,中期报告
006615,工银瑞信战略新兴产业混合A,2019-08-28 00:00:00,2019-06-30 00:00:00,1098.84,0.0,341318144.73,100.0,2019,中期报告
006616,工银瑞信战略新兴产业混合C,2019-08-28 00:00:00,2019-06-30 00:00:00,2000.32,0.0,241293664.13,100.0,2019,中期报告
006620,华夏养老目标日期2045三年持有期混合(FOF)A,2019-08-29 00:00:00,2019-06-30 00:00:00,30700187.53,7.73,366494806.83,92.27,2019,中期报告
006621,华夏养老目标日期2045三年持有期混合(FOF)C,2019-08-29 00:00:00,2019-06-30 00:00:00,2001077.89,7.51,24656772.82,92.49,2019,中期报告
006622,华夏养老目标日期2035三年持有期混合(FOF)A,2019-08-29 00:00:00,2019-06-30 00:00:00,10000611.17,3.73,258283342.93,96.27,2019,中期报告
006623,华夏养老目标日期2035三年持有期混合(FOF)C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,9722260.23,100.0,2019,中期报告
006624,中泰玉衡价值优选灵活配置混合A,2019-08-26 00:00:00,2019-06-30 00:00:00,37246828.36,2.77,1305708952.36,97.23,2019,中期报告
006626,山西证券超短债债券A,2019-08-24 00:00:00,2019-06-30 00:00:00,233542668.25,90.38,24856888.93,9.62,2019,中期报告
006627,山西证券超短债债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,29932749.78,38.68,47448815.6,61.32,2019,中期报告
006631,鑫元臻利债券A,2019-08-24 00:00:00,2019-06-30 00:00:00,499000496.26,100.0,7463.48,0.0,2019,中期报告
006632,鑫元臻利债券C,2019-08-24 00:00:00,2019-06-30 00:00:00,5191175.0,99.77,12074.3,0.23,2019,中期报告
006640,中金新元6个月定期开放债券A,2019-08-26 00:00:00,2019-06-30 00:00:00,197414371.7,100.0,2258.24,0.0,2019,中期报告
006641,中金新元6个月定期开放债券C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,4360.0,100.0,2019,中期报告
006644,弘毅远方消费升级混合A,2019-08-28 00:00:00,2019-06-30 00:00:00,164861478.37,70.2,69978955.09,29.8,2019,中期报告
006648,汇安多因子混合A,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,280347760.24,100.0,2019,中期报告
006649,汇安多因子混合C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,217963034.59,100.0,2019,中期报告
006650,招商安庆债券,2019-08-26 00:00:00,2019-06-30 00:00:00,26904427.99,13.03,179574158.2,86.97,2019,中期报告
006654,华泰紫金季季享定期开放债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,287444536.77,49.72,290737483.51,50.28,2019,中期报告
006655,华泰紫金季季享定期开放债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,14846104.58,3.21,447072472.37,96.79,2019,中期报告
006656,方正富邦中证500ETF联接A,2019-08-27 00:00:00,2019-06-30 00:00:00,497962.44,0.62,79332036.15,99.38,2019,中期报告
006657,方正富邦中证500ETF联接C,2019-08-27 00:00:00,2019-06-30 00:00:00,850713.25,0.9,93753341.51,99.1,2019,中期报告
006658,财通中证香港红利等权投资指数A,2019-08-27 00:00:00,2019-06-30 00:00:00,1172437.21,2.33,49040979.53,97.6651,2019,中期报告
006659,财通中证香港红利等权投资指数C,2019-08-27 00:00:00,2019-06-30 00:00:00,500135.0,3.17,15286739.58,96.83,2019,中期报告
006665,华夏鼎康债券A,2019-08-29 00:00:00,2019-06-30 00:00:00,1991114552.01,100.0,344.56,0.0,2019,中期报告
006666,华夏鼎康债券C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,337477.31,100.0,2019,中期报告
006667,南华瑞元定期开放债券,2019-08-23 00:00:00,2019-06-30 00:00:00,209999000.0,100.0,0.0,0.0,2019,中期报告
006670,广发景秀纯债债券,2019-08-28 00:00:00,2019-06-30 00:00:00,100000000.0,99.83,166275.0,0.17,2019,中期报告
006672,广发招财短债债券A,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,25792473.45,100.0,2019,中期报告
006673,广发招财短债债券C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,184396694.59,100.0,2019,中期报告
006682,景顺长城中证500指数增强A,2019-08-23 00:00:00,2019-06-30 00:00:00,3873385.91,0.3,1298076630.2,99.7,2019,中期报告
006687,方正富邦深证100ETF联接A,2019-08-27 00:00:00,2019-06-30 00:00:00,460854.28,1.23,37147703.81,98.77,2019,中期报告
006688,方正富邦深证100ETF联接C,2019-08-27 00:00:00,2019-06-30 00:00:00,29665.93,0.04,83492186.84,99.96,2019,中期报告
006692,金信消费升级股票A,2019-08-24 00:00:00,2019-06-30 00:00:00,9881279.02,91.59,907078.25,8.41,2019,中期报告
006693,金信消费升级股票C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,1370290.65,100.0,2019,中期报告
006698,红土创新沪深300指数增强A,2019-08-28 00:00:00,2019-06-30 00:00:00,5000400.08,75.0,1624554.46,25.0,2019,中期报告
006699,红土创新沪深300指数增强C,2019-08-28 00:00:00,2019-06-30 00:00:00,5000400.0,89.0,628650.18,11.0,2019,中期报告
006700,红土创新稳健混合A,2019-08-28 00:00:00,2019-06-30 00:00:00,9999000.0,3.15,307506858.15,96.85,2019,中期报告
006701,红土创新稳健混合C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,89103671.56,100.0,2019,中期报告
006704,易方达MSCI中国A股国际通ETF联接A,2019-08-24 00:00:00,2019-06-30 00:00:00,10000000.0,14.18,60529254.52,85.82,2019,中期报告
006705,易方达MSCI中国A股国际通ETF联接C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,166852057.44,100.0,2019,中期报告
006712,前海开源MSCI中国A股消费指数A,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,10136463.41,100.0,2019,中期报告
006713,前海开源MSCI中国A股消费指数C,2019-08-24 00:00:00,2019-06-30 00:00:00,0.0,0.0,11346716.27,100.0,2019,中期报告
006714,博时富源纯债债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,399518577.7,99.67,1302792.15,0.33,2019,中期报告
006715,东方永泰纯债1年定期开放债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,132985647.81,20.54,514596409.78,79.46,2019,中期报告
006716,东方永泰纯债1年定期开放债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,40008000.0,95.07,2074863.51,4.93,2019,中期报告
006720,平安核心优势混合A,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,28223767.26,100.0,2019,中期报告
006721,平安核心优势混合C,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,47476702.71,100.0,2019,中期报告
006724,工银深证红利ETF联接C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,3524263.7,100.0,2019,中期报告
006734,国金惠鑫短债债券A,2019-08-27 00:00:00,2019-06-30 00:00:00,51950121.83,94.17,3218350.35,5.83,2019,中期报告
006735,国金惠鑫短债债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,700.52,0.01,7002686.75,99.99,2019,中期报告
006736,国投瑞银先进制造混合,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,41235174.83,100.0,2019,中期报告
006740,工银瑞信尊利中短债债券A,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,444477018.65,100.0,2019,中期报告
006741,工银瑞信尊利中短债债券C,2019-08-28 00:00:00,2019-06-30 00:00:00,0.0,0.0,309030407.11,100.0,2019,中期报告
006742,南方臻元债券,2019-08-23 00:00:00,2019-06-30 00:00:00,2486743224.93,97.66,59550027.52,2.34,2019,中期报告
006743,国联央视财经50ETF联接A,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,131261414.76,100.0,2019,中期报告
006744,国联央视财经50ETF联接C,2019-08-26 00:00:00,2019-06-30 00:00:00,0.0,0.0,35719365.4,100.0,2019,中期报告
006745,交银施罗德中债1-3年农发行债券指数A,2019-08-29 00:00:00,2019-06-30 00:00:00,5047611389.95,100.0,7135.31,0.0,2019,中期报告
006746,交银施罗德中债1-3年农发行债券指数C,2019-08-29 00:00:00,2019-06-30 00:00:00,0.0,0.0,0.0,0.0,2019,中期报告
006750,富国德利纯债三个月定期开放债券,2019-08-27 00:00:00,2019-06-30 00:00:00,4978237844.37,100.0,0.0,0.0,2019,中期报告
006751,富国互联科技股票A,2019-08-27 00:00:00,2019-06-30 00:00:00,6058886.23,0.83,721893370.77,99.17,2019,中期报告
006752,天弘港股通精选灵活配置混合A,2019-08-24 00:00:00,2019-06-30 00:00:00,5081953.68,10.54,43149083.65,89.46,2019,中期报告
006753,天弘港股通精选灵活配置混合C,2019-08-24 00:00:00,2019-06-30 00:00:00,5000900.0,20.31,19627901.52,79.69,2019,中期报告
006754,鑫元悦利定期开放债券,2019-08-24 00:00:00,2019-06-30 00:00:00,29999000.0,100.0,0.0,0.0,2019,中期报告
006756,国泰中证生物医药ETF联接A,2019-08-28 00:00:00,2019-06-30 00:00:00,2793460.8,3.6,74734013.79,96.4,2019,中期报告
006757,国泰中证生物医药ETF联接C,2019-08-28 00:00:00,2019-06-30 00:00:00,3001080.0,2.45,119470080.4,97.55,2019,中期报告
006760,国金惠盈纯债债券C,2019-08-27 00:00:00,2019-06-30 00:00:00,32824136.07,91.72,2962382.69,8.28,2019,中期报告
006764,景顺长城景泰鑫利纯债债券A,2019-08-23 00:00:00,2019-06-30 00:00:00,0.0,0.0,3847822.16,100.0,2019,中期报告
006768,华安沪港深优选混合,2019-08-28 00:00:00,2019-06-30 00:00:00,4477370.43,1.13,390644531.41,98.87,2019,中期报告
