基金代码,基金简称,持仓日期,对应股票代码,债券名称,数量,市值,市值占基金资产净值比,第N大重仓股,所在证券市场,所属国家(地区),报告类型
008302,永赢易弘债券A,20201231,002616,长集转债,19957.0,2148600.0,0.0038,7,深圳证券交易所,中华人民共和国,季报
920927,中金恒瑞债券C,20210930,002616,长集转债,14962.0,1719000.0,0.0146,3,深圳证券交易所,中华人民共和国,季报
010601,光大保德信安瑞一年持有期债券C,20210930,002616,长集转债,59189.0,6800255.28,0.003,6,深圳证券交易所,中华人民共和国,季报
007669,太平睿盈混合C,20211231,002616,长集转债,2991.0,334950.0,0.0004,45,深圳证券交易所,中华人民共和国,年报(含半年报)
006466,浦银安盛双债增强债券A,20200630,300487,蓝晓转债,580.0,68103.6,0.0002,47,深圳证券交易所,中华人民共和国,季报
006466,浦银安盛双债增强债券A,20191231,300487,蓝晓转债,4991.0,628350.0,0.003,16,深圳证券交易所,中华人民共和国,年报(含半年报)
511380,博时中证可转债及可交换债券ETF,20211231,300487,蓝晓转债,798.0,297440.0,0.0005,251,深圳证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20210630,300487,蓝晓转债,940.0,305030.0,0.0004,227,深圳证券交易所,中华人民共和国,季报
009758,富国可转换债券C,20200630,300487,蓝晓转债,34294.0,4027740.84,0.0013,73,深圳证券交易所,中华人民共和国,年报(含半年报)
007762,富国天盈债券(LOF)A,20200331,300487,蓝晓转债,9973.0,1193500.0,0.0009,26,深圳证券交易所,中华人民共和国,季报
007762,富国天盈债券(LOF)A,20200630,300487,蓝晓转债,44911.0,5274623.82,0.0034,9,深圳证券交易所,中华人民共和国,年报(含半年报)
511380,博时中证可转债及可交换债券ETF,20200630,300487,蓝晓转债,760.0,89231.6,0.0002,165,深圳证券交易所,中华人民共和国,年报(含半年报)
519726,交银施罗德稳固收益债券A,20200930,300487,蓝晓转债,3087.0,564944.7,0.0095,2,深圳证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20200630,300487,蓝晓转债,760.0,89231.6,0.0002,165,深圳证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20200330,300487,蓝晓转债,757.0,89976.4,0.0002,131,深圳证券交易所,中华人民共和国,其他
007100,中银稳健添利债券E,20200331,300487,蓝晓转债,47817.0,5722355.1,0.0012,7,深圳证券交易所,中华人民共和国,季报
007752,中银招利债券A,20191231,300487,蓝晓转债,38143.0,4802102.04,0.0019,2,深圳证券交易所,中华人民共和国,年报(含半年报)
006467,浦银安盛双债增强债券C,20200630,300487,蓝晓转债,580.0,68103.6,0.0002,47,深圳证券交易所,中华人民共和国,年报(含半年报)
007762,富国天盈债券(LOF)A,20200630,300487,蓝晓转债,44911.0,5274623.82,0.0034,9,深圳证券交易所,中华人民共和国,季报
007100,中银稳健添利债券E,20191231,300487,蓝晓转债,48499.0,6105802.62,0.0017,6,深圳证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20210930,300487,蓝晓转债,869.0,256806.6,0.0004,246,深圳证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20210331,300487,蓝晓转债,1176.0,177082.6,0.0002,231,深圳证券交易所,中华人民共和国,季报
009512,天弘添利债券(LOF)E,20200630,300487,蓝晓转债,38582.0,4531355.22,0.0034,30,深圳证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20201231,300487,蓝晓转债,1217.0,196676.2,0.0002,205,深圳证券交易所,中华人民共和国,季报
007753,中银招利债券C,20200331,300487,蓝晓转债,24735.0,2960118.7,0.0017,2,深圳证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20200930,300487,蓝晓转债,5484.0,1003517.1,0.001,128,深圳证券交易所,中华人民共和国,季报
006466,浦银安盛双债增强债券A,20200630,300487,蓝晓转债,580.0,68103.6,0.0002,47,深圳证券交易所,中华人民共和国,年报(含半年报)
009758,富国可转换债券C,20200630,300487,蓝晓转债,34294.0,4027740.84,0.0013,73,深圳证券交易所,中华人民共和国,季报
007129,天弘增强回报债券C,20191231,300487,蓝晓转债,40.0,5026.8,0.0,20,深圳证券交易所,中华人民共和国,年报(含半年报)
511380,博时中证可转债及可交换债券ETF,20210630,300487,蓝晓转债,940.0,305030.0,0.0004,227,深圳证券交易所,中华人民共和国,年报(含半年报)
511380,博时中证可转债及可交换债券ETF,20201231,300487,蓝晓转债,1217.0,196676.2,0.0002,205,深圳证券交易所,中华人民共和国,年报(含半年报)
006467,浦银安盛双债增强债券C,20191231,300487,蓝晓转债,4991.0,628350.0,0.003,16,深圳证券交易所,中华人民共和国,年报(含半年报)
007753,中银招利债券C,20191231,300487,蓝晓转债,38143.0,4802102.04,0.0019,2,深圳证券交易所,中华人民共和国,季报
006466,浦银安盛双债增强债券A,20200930,300487,蓝晓转债,999.0,182830.0,0.0004,43,深圳证券交易所,中华人民共和国,季报
007752,中银招利债券A,20200331,300487,蓝晓转债,24735.0,2960118.7,0.0017,2,深圳证券交易所,中华人民共和国,季报
009512,天弘添利债券(LOF)E,20200630,300487,蓝晓转债,38582.0,4531355.22,0.0034,30,深圳证券交易所,中华人民共和国,年报(含半年报)
007100,中银稳健添利债券E,20191231,300487,蓝晓转债,48499.0,6105802.62,0.0017,6,深圳证券交易所,中华人民共和国,年报(含半年报)
006467,浦银安盛双债增强债券C,20200630,300487,蓝晓转债,580.0,68103.6,0.0002,47,深圳证券交易所,中华人民共和国,季报
007128,天弘增强回报债券A,20191231,300487,蓝晓转债,40.0,5026.8,0.0,20,深圳证券交易所,中华人民共和国,季报
007128,天弘增强回报债券A,20191231,300487,蓝晓转债,40.0,5026.8,0.0,20,深圳证券交易所,中华人民共和国,年报(含半年报)
007129,天弘增强回报债券C,20191231,300487,蓝晓转债,40.0,5026.8,0.0,20,深圳证券交易所,中华人民共和国,季报
007316,交银施罗德可转债债券A,20200331,300487,蓝晓转债,11132.0,1332184.7,0.0116,18,深圳证券交易所,中华人民共和国,季报
007753,中银招利债券C,20191231,300487,蓝晓转债,38143.0,4802102.04,0.0019,2,深圳证券交易所,中华人民共和国,年报(含半年报)
006467,浦银安盛双债增强债券C,20191231,300487,蓝晓转债,4991.0,628350.0,0.003,16,深圳证券交易所,中华人民共和国,季报
006466,浦银安盛双债增强债券A,20200331,300487,蓝晓转债,997.0,119350.0,0.0005,33,深圳证券交易所,中华人民共和国,季报
006466,浦银安盛双债增强债券A,20191231,300487,蓝晓转债,4991.0,628350.0,0.003,16,深圳证券交易所,中华人民共和国,季报
006467,浦银安盛双债增强债券C,20200930,300487,蓝晓转债,999.0,182830.0,0.0004,43,深圳证券交易所,中华人民共和国,季报
007317,交银施罗德可转债债券C,20200331,300487,蓝晓转债,11132.0,1332184.7,0.0116,18,深圳证券交易所,中华人民共和国,季报
006467,浦银安盛双债增强债券C,20200331,300487,蓝晓转债,997.0,119350.0,0.0005,33,深圳证券交易所,中华人民共和国,季报
007752,中银招利债券A,20191231,300487,蓝晓转债,38143.0,4802102.04,0.0019,2,深圳证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20211231,300487,蓝晓转债,798.0,297440.0,0.0005,251,深圳证券交易所,中华人民共和国,年报(含半年报)
511180,海富通上证投资级可转债及可交换债券ETF,20200819,600863,蒙电转债,27124.0,3130107.2,0.0051,41,上海证券交易所,中华人民共和国,其他
007667,华夏鼎泓债券C,20200630,600863,蒙电转债,23906.0,2557920.0,0.004,28,上海证券交易所,中华人民共和国,年报(含半年报)
009156,海富通富泽混合A,20210331,600863,蒙电转债,997.0,106710.0,0.0001,39,上海证券交易所,中华人民共和国,季报
008936,中银产业债债券C,20200331,600863,蒙电转债,7975.0,909102.2,0.0025,11,上海证券交易所,中华人民共和国,季报
009937,东方欣益一年持有期偏债混合A,20210630,600863,蒙电转债,19881.0,2107200.0,0.0011,17,上海证券交易所,中华人民共和国,季报
009155,海富通富盈混合C,20210630,600863,蒙电转债,9941.0,1053600.0,0.0016,11,上海证券交易所,中华人民共和国,季报
511180,海富通上证投资级可转债及可交换债券ETF,20200930,600863,蒙电转债,26436.0,2984368.2,0.005,35,上海证券交易所,中华人民共和国,季报
008610,海富通添鑫收益债券C,20201231,600863,蒙电转债,1510.0,164725.9,0.001,7,上海证券交易所,中华人民共和国,季报
008044,博远增强回报债券A,20210930,600863,蒙电转债,19880.0,3084000.0,0.0029,8,上海证券交易所,中华人民共和国,季报
008817,华宝可转债债券C,20200630,600863,蒙电转债,1106.0,118303.8,0.0004,45,上海证券交易所,中华人民共和国,季报
009937,东方欣益一年持有期偏债混合A,20210331,600863,蒙电转债,19938.0,2134200.0,0.0011,13,上海证券交易所,中华人民共和国,季报
009938,东方欣益一年持有期偏债混合C,20210630,600863,蒙电转债,19881.0,2107200.0,0.0011,17,上海证券交易所,中华人民共和国,季报
007262,东方红聚利债券A,20210630,600863,蒙电转债,119287.0,12643200.0,0.0212,14,上海证券交易所,中华人民共和国,年报(含半年报)
009349,新疆前海联合添泽债券A,20210930,600863,蒙电转债,994.0,154200.0,0.0001,79,上海证券交易所,中华人民共和国,季报
010068,工银瑞信双盈债券A,20210630,600863,蒙电转债,19394.0,2055573.6,0.001,19,上海证券交易所,中华人民共和国,季报
006466,浦银安盛双债增强债券A,20191231,600863,蒙电转债,6659.0,782816.4,0.0038,12,上海证券交易所,中华人民共和国,年报(含半年报)
008008,易方达稳健收益债券C,20201231,600863,蒙电转债,390823.0,42646553.7,0.0024,16,上海证券交易所,中华人民共和国,年报(含半年报)
720002,财通可转债债券A,20201231,600863,蒙电转债,1670.0,182180.3,0.0094,18,上海证券交易所,中华人民共和国,年报(含半年报)
007666,华夏鼎泓债券A,20200630,600863,蒙电转债,23906.0,2557920.0,0.004,28,上海证券交易所,中华人民共和国,年报(含半年报)
009100,安信稳健增利混合A,20210331,600863,蒙电转债,50484.0,5403794.4,0.0018,36,上海证券交易所,中华人民共和国,季报
008810,安信民稳增长混合C,20210630,600863,蒙电转债,3320.0,351902.4,0.0004,61,上海证券交易所,中华人民共和国,年报(含半年报)
163827,中银产业债债券A,20190331,600863,蒙电转债,7981.0,886091.0,0.0022,8,上海证券交易所,中华人民共和国,季报
010069,工银瑞信双盈债券C,20210630,600863,蒙电转债,19394.0,2055573.6,0.001,19,上海证券交易所,中华人民共和国,季报
000189,易方达丰华债券A,20201231,600863,蒙电转债,68061.0,7426847.2,0.0021,17,上海证券交易所,中华人民共和国,年报(含半年报)
000028,华富安鑫债券,20190930,600863,蒙电转债,7776.0,921804.0,0.014,11,上海证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20201231,600863,蒙电转债,29299.0,3197134.8,0.0031,58,上海证券交易所,中华人民共和国,季报
008008,易方达稳健收益债券C,20200331,600863,蒙电转债,390176.0,44480015.4,0.0017,18,上海证券交易所,中华人民共和国,季报
010069,工银瑞信双盈债券C,20210331,600863,蒙电转债,19450.0,2081912.1,0.001,17,上海证券交易所,中华人民共和国,季报
009111,博远双债增利混合A,20210930,600863,蒙电转债,865.0,134154.0,0.0091,16,上海证券交易所,中华人民共和国,季报
009638,华泰紫金周周购12个月滚动持有债券A,20210930,600863,蒙电转债,2087.0,323820.0,0.0094,3,上海证券交易所,中华人民共和国,季报
009849,安信稳健聚申一年持有期混合A,20210630,600863,蒙电转债,1988.0,210720.0,0.0005,23,上海证券交易所,中华人民共和国,年报(含半年报)
008830,海富通安益对冲策略灵活配置混合C,20201231,600863,蒙电转债,2999.0,327270.0,0.0001,41,上海证券交易所,中华人民共和国,年报(含半年报)
006467,浦银安盛双债增强债券C,20190930,600863,蒙电转债,11963.0,1418160.0,0.0057,7,上海证券交易所,中华人民共和国,季报
007647,平安季享裕三个月定期开放债券E,20210930,600863,蒙电转债,2137.0,331530.0,0.0003,16,上海证券交易所,中华人民共和国,季报
002458,国泰民利策略收益灵活配置混合,20200630,600863,蒙电转债,15838.0,1694622.0,0.0051,10,上海证券交易所,中华人民共和国,年报(含半年报)
008611,海富通添鑫收益债券A,20200630,600863,蒙电转债,2211.0,236607.6,0.0004,111,上海证券交易所,中华人民共和国,季报
006854,人保鑫泽纯债债券A,20200331,600863,蒙电转债,1996.0,227560.0,0.0038,16,上海证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20200330,600863,蒙电转债,20711.0,2366847.6,0.004,34,上海证券交易所,中华人民共和国,其他
511380,博时中证可转债及可交换债券ETF,20200630,600863,蒙电转债,18938.0,2026314.4,0.0035,49,上海证券交易所,中华人民共和国,年报(含半年报)
007230,兴全沪深300指数增强(LOF)C,20200331,600863,蒙电转债,19961.0,2275600.0,0.0004,6,上海证券交易所,中华人民共和国,季报
970006,华安证券汇赢增利一年持有期灵活配置混合A,20210630,600863,蒙电转债,171975.0,18227632.5,0.018,9,上海证券交易所,中华人民共和国,季报
007282,华夏鼎淳债券A,20200630,600863,蒙电转债,53121.0,5683911.4,0.0041,24,上海证券交易所,中华人民共和国,季报
007033,平安可转债债券C,20191231,600863,蒙电转债,28915.0,3399256.8,0.009,17,上海证券交易所,中华人民共和国,季报
007230,兴全沪深300指数增强(LOF)C,20210630,600863,蒙电转债,19881.0,2107200.0,0.0004,11,上海证券交易所,中华人民共和国,年报(含半年报)
006655,华泰紫金季季享定期开放债券C,20200930,600863,蒙电转债,29835.0,3368100.0,0.0008,12,上海证券交易所,中华人民共和国,季报
008008,易方达稳健收益债券C,20210331,600863,蒙电转债,519224.0,55577769.3,0.0026,16,上海证券交易所,中华人民共和国,季报
006467,浦银安盛双债增强债券C,20210630,600863,蒙电转债,9941.0,1053600.0,0.002,40,上海证券交易所,中华人民共和国,季报
163827,中银产业债债券A,20200331,600863,蒙电转债,7975.0,909102.2,0.0025,11,上海证券交易所,中华人民共和国,季报
007099,安信尊享添益债券C,20210930,600863,蒙电转债,104788.0,16255764.0,0.0099,5,上海证券交易所,中华人民共和国,季报
008610,海富通添鑫收益债券C,20200630,600863,蒙电转债,2211.0,236607.6,0.0004,111,上海证券交易所,中华人民共和国,年报(含半年报)
008692,平安增利六个月定期开放债券E,20210930,600863,蒙电转债,2097.0,325362.0,0.005,9,上海证券交易所,中华人民共和国,季报
009470,东方欣利混合A,20201231,600863,蒙电转债,39989.0,4363600.0,0.0078,9,上海证券交易所,中华人民共和国,年报(含半年报)
006006,诺安鼎利混合C,20190930,600863,蒙电转债,6779.0,803624.0,0.0064,28,上海证券交易所,中华人民共和国,季报
970007,华安证券汇赢增利一年持有期灵活配置混合B,20210930,600863,蒙电转债,212440.0,32709386.8,0.0256,2,上海证券交易所,中华人民共和国,季报
008897,上银可转债精选债券A,20200930,600863,蒙电转债,7180.0,810589.4,0.0145,18,上海证券交易所,中华人民共和国,季报
008008,易方达稳健收益债券C,20191231,600863,蒙电转债,286381.0,33666982.2,0.0021,33,上海证券交易所,中华人民共和国,季报
006655,华泰紫金季季享定期开放债券C,20190930,600863,蒙电转债,29906.0,3545400.0,0.0017,4,上海证券交易所,中华人民共和国,季报
007263,东方红聚利债券C,20210630,600863,蒙电转债,119287.0,12643200.0,0.0212,14,上海证券交易所,中华人民共和国,年报(含半年报)
007667,华夏鼎泓债券C,20200630,600863,蒙电转债,23906.0,2557920.0,0.004,28,上海证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20200930,600863,蒙电转债,32792.0,3701872.2,0.0036,48,上海证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20210630,600863,蒙电转债,16359.0,1733860.8,0.0025,65,上海证券交易所,中华人民共和国,季报
163827,中银产业债债券A,20190930,600863,蒙电转债,7965.0,944258.2,0.0023,11,上海证券交易所,中华人民共和国,季报
008810,安信民稳增长混合C,20210630,600863,蒙电转债,3320.0,351902.4,0.0004,61,上海证券交易所,中华人民共和国,季报
007262,东方红聚利债券A,20210930,600863,蒙电转债,49700.0,7710000.0,0.004,18,上海证券交易所,中华人民共和国,季报
008831,海富通安益对冲策略灵活配置混合A,20201231,600863,蒙电转债,2999.0,327270.0,0.0001,41,上海证券交易所,中华人民共和国,年报(含半年报)
006466,浦银安盛双债增强债券A,20200930,600863,蒙电转债,7956.0,898160.0,0.002,15,上海证券交易所,中华人民共和国,季报
163827,中银产业债债券A,20190630,600863,蒙电转债,7972.0,892882.5,0.0022,8,上海证券交易所,中华人民共和国,年报(含半年报)
008008,易方达稳健收益债券C,20201231,600863,蒙电转债,390823.0,42646553.7,0.0024,16,上海证券交易所,中华人民共和国,季报
970008,华安证券汇赢增利一年持有期灵活配置混合C,20210630,600863,蒙电转债,171975.0,18227632.5,0.018,9,上海证券交易所,中华人民共和国,年报(含半年报)
006466,浦银安盛双债增强债券A,20210630,600863,蒙电转债,9941.0,1053600.0,0.002,40,上海证券交易所,中华人民共和国,季报
163827,中银产业债债券A,20191231,600863,蒙电转债,7989.0,939144.6,0.0024,13,上海证券交易所,中华人民共和国,季报
006467,浦银安盛双债增强债券C,20191231,600863,蒙电转债,6659.0,782816.4,0.0038,12,上海证券交易所,中华人民共和国,年报(含半年报)
006867,易方达丰华债券C,20200630,600863,蒙电转债,67813.0,7255966.4,0.0099,6,上海证券交易所,中华人民共和国,年报(含半年报)
003205,财通可转债债券C,20201231,600863,蒙电转债,1670.0,182180.3,0.0094,16,上海证券交易所,中华人民共和国,季报
970006,华安证券汇赢增利一年持有期灵活配置混合A,20210331,600863,蒙电转债,172586.0,18473647.5,0.024,2,上海证券交易所,中华人民共和国,季报
163827,中银产业债债券A,20191231,600863,蒙电转债,7989.0,939144.6,0.0024,13,上海证券交易所,中华人民共和国,年报(含半年报)
007263,东方红聚利债券C,20201231,600863,蒙电转债,29992.0,3272700.0,0.0068,16,上海证券交易所,中华人民共和国,年报(含半年报)
009101,安信稳健增利混合C,20210630,600863,蒙电转债,50339.0,5335430.4,0.0006,54,上海证券交易所,中华人民共和国,季报
007667,华夏鼎泓债券C,20200331,600863,蒙电转债,47917.0,5462577.8,0.0059,6,上海证券交易所,中华人民共和国,季报
008795,海富通阿尔法对冲混合C,20200331,600863,蒙电转债,8633.0,984197.0,0.0001,27,上海证券交易所,中华人民共和国,季报
160718,嘉实多利收益债券A,20200630,600863,蒙电转债,319.0,34105.6,0.0005,19,上海证券交易所,中华人民共和国,季报
009350,新疆前海联合添泽债券C,20210930,600863,蒙电转债,994.0,154200.0,0.0001,79,上海证券交易所,中华人民共和国,季报
009937,东方欣益一年持有期偏债混合A,20210630,600863,蒙电转债,19881.0,2107200.0,0.0011,17,上海证券交易所,中华人民共和国,年报(含半年报)
006466,浦银安盛双债增强债券A,20201231,600863,蒙电转债,7998.0,872720.0,0.0015,17,上海证券交易所,中华人民共和国,年报(含半年报)
009849,安信稳健聚申一年持有期混合A,20210630,600863,蒙电转债,1988.0,210720.0,0.0005,23,上海证券交易所,中华人民共和国,季报
010053,安信聚利增强债券B,20210331,600863,蒙电转债,29908.0,3201300.0,0.0108,5,上海证券交易所,中华人民共和国,季报
008222,兴业机遇债券C,20200630,600863,蒙电转债,82010.0,8740625.8,0.0707,2,上海证券交易所,中华人民共和国,季报
006654,华泰紫金季季享定期开放债券A,20191231,600863,蒙电转债,29995.0,3526200.0,0.0011,6,上海证券交易所,中华人民共和国,年报(含半年报)
007033,平安可转债债券C,20191231,600863,蒙电转债,28915.0,3399256.8,0.009,17,上海证券交易所,中华人民共和国,年报(含半年报)
009735,天弘增强回报债券E,20210930,600863,蒙电转债,183891.0,28527000.0,0.0036,3,上海证券交易所,中华人民共和国,季报
008664,嘉实鑫和一年持有期混合A,20200630,600863,蒙电转债,11993.0,1283223.2,0.0005,10,上海证券交易所,中华人民共和国,年报(含半年报)
007398,兴全磐稳增利债券C,20201231,600863,蒙电转债,193437.0,21107824.1,0.0092,22,上海证券交易所,中华人民共和国,年报(含半年报)
008611,海富通添鑫收益债券A,20201231,600863,蒙电转债,1510.0,164725.9,0.001,7,上海证券交易所,中华人民共和国,年报(含半年报)
970006,华安证券汇赢增利一年持有期灵活配置混合A,20210630,600863,蒙电转债,171975.0,18227632.5,0.018,9,上海证券交易所,中华人民共和国,年报(含半年报)
000189,易方达丰华债券A,20200331,600863,蒙电转债,67949.0,7746142.4,0.0112,4,上海证券交易所,中华人民共和国,季报
006466,浦银安盛双债增强债券A,20210630,600863,蒙电转债,9941.0,1053600.0,0.002,40,上海证券交易所,中华人民共和国,年报(含半年报)
511380,博时中证可转债及可交换债券ETF,20200630,600863,蒙电转债,18938.0,2026314.4,0.0035,49,上海证券交易所,中华人民共和国,季报
010068,工银瑞信双盈债券A,20210630,600863,蒙电转债,19394.0,2055573.6,0.001,19,上海证券交易所,中华人民共和国,年报(含半年报)
008008,易方达稳健收益债券C,20210630,600863,蒙电转债,517734.0,54874648.8,0.0021,18,上海证券交易所,中华人民共和国,年报(含半年报)
007032,平安可转债债券A,20191231,600863,蒙电转债,28915.0,3399256.8,0.009,17,上海证券交易所,中华人民共和国,年报(含半年报)
008809,安信民稳增长混合A,20210630,600863,蒙电转债,3320.0,351902.4,0.0004,61,上海证券交易所,中华人民共和国,季报
007262,东方红聚利债券A,20201231,600863,蒙电转债,29992.0,3272700.0,0.0068,16,上海证券交易所,中华人民共和国,季报
005816,国泰农惠定期开放债券,20190630,600863,蒙电转债,998.0,111750.0,0.0005,17,上海证券交易所,中华人民共和国,季报
009471,东方欣利混合C,20200930,600863,蒙电转债,39780.0,4490800.0,0.0078,4,上海证券交易所,中华人民共和国,季报
010661,安信稳健聚申一年持有期混合C,20210630,600863,蒙电转债,1988.0,210720.0,0.0005,23,上海证券交易所,中华人民共和国,年报(含半年报)
007230,兴全沪深300指数增强(LOF)C,20200630,600863,蒙电转债,19921.0,2131600.0,0.0004,11,上海证券交易所,中华人民共和国,年报(含半年报)
006654,华泰紫金季季享定期开放债券A,20200930,600863,蒙电转债,29835.0,3368100.0,0.0008,12,上海证券交易所,中华人民共和国,季报
009154,海富通富盈混合A,20210630,600863,蒙电转债,9941.0,1053600.0,0.0016,11,上海证券交易所,中华人民共和国,季报
008302,永赢易弘债券A,20210930,600863,蒙电转债,2485.0,385500.0,0.0007,30,上海证券交易所,中华人民共和国,季报
720002,财通可转债债券A,20210630,600863,蒙电转债,1660.0,175951.2,0.0039,23,上海证券交易所,中华人民共和国,季报
009101,安信稳健增利混合C,20210630,600863,蒙电转债,50339.0,5335430.4,0.0006,54,上海证券交易所,中华人民共和国,年报(含半年报)
008664,嘉实鑫和一年持有期混合A,20200630,600863,蒙电转债,11993.0,1283223.2,0.0005,10,上海证券交易所,中华人民共和国,季报
006867,易方达丰华债券C,20201231,600863,蒙电转债,68061.0,7426847.2,0.0021,17,上海证券交易所,中华人民共和国,年报(含半年报)
009470,东方欣利混合A,20200930,600863,蒙电转债,39780.0,4490800.0,0.0078,4,上海证券交易所,中华人民共和国,季报
008008,易方达稳健收益债券C,20200630,600863,蒙电转债,389396.0,41665319.4,0.0018,23,上海证券交易所,中华人民共和国,季报
006840,安信聚利增强债券C,20210630,600863,蒙电转债,24851.0,2634000.0,0.025,5,上海证券交易所,中华人民共和国,季报
008008,易方达稳健收益债券C,20210630,600863,蒙电转债,517734.0,54874648.8,0.0021,18,上海证券交易所,中华人民共和国,季报
008332,万家可转债债券C,20200930,600863,蒙电转债,497.0,56135.0,0.0008,50,上海证券交易所,中华人民共和国,季报
009155,海富通富盈混合C,20201231,600863,蒙电转债,9997.0,1090900.0,0.0009,18,上海证券交易所,中华人民共和国,年报(含半年报)
009154,海富通富盈混合A,20210630,600863,蒙电转债,9941.0,1053600.0,0.0016,11,上海证券交易所,中华人民共和国,年报(含半年报)
007282,华夏鼎淳债券A,20200331,600863,蒙电转债,106464.0,12136912.6,0.0057,4,上海证券交易所,中华人民共和国,季报
511180,海富通上证投资级可转债及可交换债券ETF,20201231,600863,蒙电转债,13935.0,1520575.2,0.0048,32,上海证券交易所,中华人民共和国,季报
006466,浦银安盛双债增强债券A,20200630,600863,蒙电转债,7969.0,852640.0,0.0022,12,上海证券交易所,中华人民共和国,季报
007262,东方红聚利债券A,20210630,600863,蒙电转债,119287.0,12643200.0,0.0212,14,上海证券交易所,中华人民共和国,季报
006655,华泰紫金季季享定期开放债券C,20200630,600863,蒙电转债,29882.0,3197400.0,0.0006,13,上海证券交易所,中华人民共和国,季报
006013,易方达鑫转招利混合A,20200331,600863,蒙电转债,33106.0,3774082.6,0.0102,13,上海证券交易所,中华人民共和国,季报
160718,嘉实多利收益债券A,20200630,600863,蒙电转债,319.0,34105.6,0.0005,19,上海证券交易所,中华人民共和国,年报(含半年报)
008222,兴业机遇债券C,20191231,600863,蒙电转债,99310.0,11672897.4,0.0739,2,上海证券交易所,中华人民共和国,季报
008665,嘉实鑫和一年持有期混合C,20200930,600863,蒙电转债,11974.0,1351730.8,0.0006,1,上海证券交易所,中华人民共和国,季报
008331,万家可转债债券A,20200930,600863,蒙电转债,497.0,56135.0,0.0008,50,上海证券交易所,中华人民共和国,季报
007398,兴全磐稳增利债券C,20200930,600863,蒙电转债,192427.0,21723122.3,0.0082,16,上海证券交易所,中华人民共和国,季报
007393,上银未来生活灵活配置混合A,20200630,600863,蒙电转债,12949.0,1385540.0,0.0274,3,上海证券交易所,中华人民共和国,年报(含半年报)
006654,华泰紫金季季享定期开放债券A,20200331,600863,蒙电转债,29942.0,3413400.0,0.0008,9,上海证券交易所,中华人民共和国,季报
511380,博时中证可转债及可交换债券ETF,20210331,600863,蒙电转债,19724.0,2111274.0,0.0029,55,上海证券交易所,中华人民共和国,季报
006006,诺安鼎利混合C,20191231,600863,蒙电转债,3829.0,450178.2,0.0062,30,上海证券交易所,中华人民共和国,年报(含半年报)
009100,安信稳健增利混合A,20210630,600863,蒙电转债,50339.0,5335430.4,0.0006,54,上海证券交易所,中华人民共和国,年报(含半年报)
008810,安信民稳增长混合C,20210331,600863,蒙电转债,12521.0,1340277.6,0.002,45,上海证券交易所,中华人民共和国,季报
009938,东方欣益一年持有期偏债混合C,20210630,600863,蒙电转债,19881.0,2107200.0,0.0011,17,上海证券交易所,中华人民共和国,年报(含半年报)
511380,博时中证可转债及可交换债券ETF,20210630,600863,蒙电转债,16359.0,1733860.8,0.0025,65,上海证券交易所,中华人民共和国,年报(含半年报)
007230,兴全沪深300指数增强(LOF)C,20201231,600863,蒙电转债,19995.0,2181800.0,0.0004,10,上海证券交易所,中华人民共和国,季报
008008,易方达稳健收益债券C,20200930,600863,蒙电转债,388783.0,43889711.1,0.0021,18,上海证券交易所,中华人民共和国,季报
007230,兴全沪深300指数增强(LOF)C,20210630,600863,蒙电转债,19881.0,2107200.0,0.0004,11,上海证券交易所,中华人民共和国,季报
009938,东方欣益一年持有期偏债混合C,20210331,600863,蒙电转债,19938.0,2134200.0,0.0011,13,上海证券交易所,中华人民共和国,季报
008467,博道嘉瑞混合A,20210930,600863,蒙电转债,76250.0,11828682.0,0.0057,8,上海证券交易所,中华人民共和国,季报
009112,博远双债增利混合C,20210930,600863,蒙电转债,865.0,134154.0,0.0091,16,上海证券交易所,中华人民共和国,季报
720002,财通可转债债券A,20210630,600863,蒙电转债,1660.0,175951.2,0.0039,23,上海证券交易所,中华人民共和国,年报(含半年报)
009154,海富通富盈混合A,20201231,600863,蒙电转债,9997.0,1090900.0,0.0009,18,上海证券交易所,中华人民共和国,季报
008611,海富通添鑫收益债券A,20201231,600863,蒙电转债,1510.0,164725.9,0.001,7,上海证券交易所,中华人民共和国,季报
006006,诺安鼎利混合C,20190630,600863,蒙电转债,7882.0,882825.0,0.0037,21,上海证券交易所,中华人民共和国,季报
008664,嘉实鑫和一年持有期混合A,20200331,600863,蒙电转债,12017.0,1369911.2,0.0006,15,上海证券交易所,中华人民共和国,季报
